No,card,age,sex,withdrawal_days,count,CP
760,R,26,1,#VALUE!,1,1
761,B,49,1,#VALUE!,1,1
762,B,28,0,#VALUE!,1,1
763,B,24,1,#VALUE!,1,1
764,B,29,0,#VALUE!,1,1
765,B,37,1,#VALUE!,1,1
766,B,29,1,#VALUE!,1,1
767,B,34,1,#VALUE!,1,1
768,B,42,1,#VALUE!,1,1
769,A,49,0,#VALUE!,1,1
770,B,24,1,#VALUE!,1,1
771,B,26,1,#VALUE!,1,1
772,B,26,1,#VALUE!,1,1
773,B,27,1,#VALUE!,1,1
774,B,28,1,#VALUE!,1,1
775,B,25,1,#VALUE!,1,1
776,B,28,1,#VALUE!,1,1
777,B,25,1,#VALUE!,1,1
778,B,32,1,#VALUE!,1,1
779,B,55,1,#VALUE!,1,1
780,B,21,1,#VALUE!,1,1
781,B,47,1,#VALUE!,1,1
782,B,24,1,#VALUE!,1,1
783,B,26,1,#VALUE!,1,1
784,B,29,1,#VALUE!,1,1
785,B,32,1,#VALUE!,1,1
786,B,51,1,#VALUE!,1,1
787,B,22,1,#VALUE!,1,1
788,B,52,1,223,1,1
789,B,25,1,#VALUE!,1,1
790,B,40,1,#VALUE!,1,1
791,B,46,1,#VALUE!,1,1
792,B,46,0,#VALUE!,1,1
793,B,24,0,#VALUE!,1,1
794,B,28,1,#VALUE!,1,1
795,B,31,1,#VALUE!,1,1
796,B,38,1,#VALUE!,1,1
797,B,57,1,#VALUE!,1,1
798,B,26,0,383,1,1
799,B,27,1,#VALUE!,1,1
800,B,25,1,#VALUE!,1,1
801,A,25,1,#VALUE!,1,1
802,B,30,1,#VALUE!,1,1
803,B,26,1,#VALUE!,1,1
804,B,63,0,#VALUE!,1,1
805,B,38,1,#VALUE!,1,1
806,B,27,1,#VALUE!,1,1
807,B,35,0,#VALUE!,1,1
808,B,53,1,#VALUE!,1,1
809,B,25,1,#VALUE!,1,1
810,B,41,1,#VALUE!,1,1
811,B,26,1,#VALUE!,1,1
812,B,35,1,369,1,1
813,B,57,1,#VALUE!,1,1
814,R,36,1,#VALUE!,1,1
815,B,33,1,#VALUE!,1,1
816,B,45,1,#VALUE!,1,1
817,B,34,1,#VALUE!,1,1
818,B,58,0,#VALUE!,1,1
819,B,39,0,#VALUE!,1,1
820,B,79,1,#VALUE!,1,1
821,A,25,1,#VALUE!,1,1
822,B,76,1,#VALUE!,1,1
823,B,57,1,#VALUE!,1,1
824,B,27,1,#VALUE!,1,1
825,B,32,1,#VALUE!,1,1
826,B,23,1,#VALUE!,1,1
827,B,22,1,#VALUE!,1,1
828,B,25,1,#VALUE!,1,1
829,A,26,1,#VALUE!,1,1
830,B,25,1,#VALUE!,1,1
831,A,26,1,#VALUE!,1,1
832,B,26,1,#VALUE!,1,1
833,A,33,0,#VALUE!,1,1
834,B,30,1,#VALUE!,1,1
835,A,27,1,#VALUE!,1,1
836,B,25,1,#VALUE!,1,1
837,B,21,1,#VALUE!,1,1
838,B,25,1,#VALUE!,1,1
839,B,25,1,#VALUE!,1,1
840,B,22,1,#VALUE!,1,1
841,B,25,1,#VALUE!,1,1
842,R,24,1,#VALUE!,1,1
843,B,21,1,#VALUE!,1,1
844,B,23,1,#VALUE!,1,1
845,B,22,1,312,1,1
846,B,29,1,#VALUE!,1,1
847,B,25,1,#VALUE!,1,1
848,B,28,1,382,1,1
849,B,25,1,#VALUE!,1,1
850,B,24,1,#VALUE!,1,1
851,B,28,1,#VALUE!,1,1
852,B,25,1,#VALUE!,1,1
853,B,29,1,#VALUE!,1,1
854,B,28,1,#VALUE!,1,1
855,B,30,1,481,1,1
856,B,24,1,#VALUE!,1,1
857,B,29,1,#VALUE!,1,1
858,B,26,0,#VALUE!,1,1
859,B,24,1,#VALUE!,1,1
860,B,26,1,#VALUE!,1,1
861,B,28,1,212,1,1
862,B,28,1,#VALUE!,1,1
863,A,29,1,#VALUE!,1,1
864,B,25,1,347,1,1
865,B,55,1,#VALUE!,1,1
866,B,51,1,#VALUE!,1,1
867,B,25,1,#VALUE!,1,1
868,A,63,1,192,1,1
869,B,45,1,667,1,1
870,B,52,1,#VALUE!,1,1
871,B,38,1,#VALUE!,1,1
872,B,32,0,#VALUE!,1,1
873,A,24,1,#VALUE!,1,1
874,B,46,1,132,1,1
875,B,36,1,#VALUE!,1,1
876,B,26,1,#VALUE!,1,1
877,B,46,1,#VALUE!,1,1
878,B,33,1,#VALUE!,1,1
879,B,47,1,#VALUE!,1,1
880,B,24,1,#VALUE!,1,1
881,B,31,1,#VALUE!,1,1
882,B,48,1,#VALUE!,1,1
883,B,48,0,#VALUE!,1,1
884,B,26,1,#VALUE!,1,1
885,B,35,1,#VALUE!,1,1
886,B,20,1,#VALUE!,1,1
887,B,50,1,#VALUE!,1,1
888,A,59,1,#VALUE!,1,1
889,B,26,1,#VALUE!,1,1
890,B,29,1,#VALUE!,1,1
891,B,36,1,#VALUE!,1,1
892,B,46,1,#VALUE!,1,1
893,B,46,1,#VALUE!,1,1
894,B,25,1,#VALUE!,1,1
895,B,26,1,#VALUE!,1,1
896,B,43,0,#VALUE!,1,1
897,B,39,0,#VALUE!,1,1
898,B,26,0,68,1,1
899,A,29,1,#VALUE!,1,1
900,B,22,1,#VALUE!,1,1
901,B,25,1,425,1,1
902,B,28,1,#VALUE!,1,1
903,B,25,0,51,1,1
904,B,29,1,#VALUE!,1,1
905,R,27,1,#VALUE!,1,1
906,B,26,1,#VALUE!,1,1
907,B,21,1,#VALUE!,1,1
908,B,48,1,#VALUE!,1,1
909,B,42,0,#VALUE!,1,1
910,B,31,1,#VALUE!,1,1
911,B,32,1,#VALUE!,1,1
912,B,22,1,#VALUE!,1,1
913,B,36,1,#VALUE!,1,1
914,B,30,1,#VALUE!,1,1
915,B,33,1,#VALUE!,1,1
916,B,50,1,#VALUE!,1,1
917,B,31,1,#VALUE!,1,1
918,B,35,1,#VALUE!,1,1
919,A,27,1,#VALUE!,1,1
920,B,60,0,#VALUE!,1,1
921,R,34,1,#VALUE!,1,1
922,B,22,1,#VALUE!,1,1
923,B,22,1,#VALUE!,1,1
924,B,24,1,#VALUE!,1,1
925,B,25,1,#VALUE!,1,1
926,B,28,1,#VALUE!,1,1
927,B,25,1,#VALUE!,1,1
928,B,28,1,242,1,1
929,A,30,0,#VALUE!,1,1
930,B,28,1,#VALUE!,1,1
931,B,24,1,#VALUE!,1,1
932,B,37,1,#VALUE!,1,1
933,B,28,1,#VALUE!,1,1
934,R,22,1,#VALUE!,1,1
935,B,63,1,#VALUE!,1,1
936,B,25,1,#VALUE!,1,1
937,B,55,1,#VALUE!,1,1
938,B,59,1,#VALUE!,1,1
939,B,25,1,179,1,1
940,B,41,1,391,1,1
941,B,60,1,#VALUE!,1,1
942,B,29,1,#VALUE!,1,1
943,A,28,1,#VALUE!,1,1
944,B,33,0,#VALUE!,1,1
945,B,34,1,#VALUE!,1,1
946,B,29,1,#VALUE!,1,1
947,A,34,1,509,1,1
948,B,51,1,#VALUE!,1,1
949,B,39,1,#VALUE!,1,1
950,B,27,1,#VALUE!,1,1
951,A,26,1,#VALUE!,1,1
952,B,31,1,#VALUE!,1,1
953,B,46,1,#VALUE!,1,1
954,B,55,1,#VALUE!,1,1
955,B,68,1,325,1,1
956,B,31,1,#VALUE!,1,1
957,R,34,1,#VALUE!,1,1
958,B,35,1,#VALUE!,1,1
959,B,28,1,#VALUE!,1,1
960,B,21,1,#VALUE!,1,1
961,B,26,1,#VALUE!,1,1
962,B,26,1,#VALUE!,1,1
963,B,27,1,#VALUE!,1,1
964,B,38,0,#VALUE!,1,1
965,B,59,1,#VALUE!,1,1
966,B,40,0,419,1,1
967,B,28,1,#VALUE!,1,1
968,B,42,0,#VALUE!,1,1
969,B,30,1,361,2,1
970,B,35,0,#VALUE!,1,1
971,B,50,1,#VALUE!,1,1
972,B,26,1,#VALUE!,1,1
973,B,57,1,#VALUE!,1,1
974,B,26,1,#VALUE!,1,1
975,B,25,1,#VALUE!,1,1
976,B,27,1,#VALUE!,1,1
977,A,50,1,#VALUE!,1,1
978,B,27,1,#VALUE!,1,1
979,B,43,1,160,1,1
980,B,33,1,#VALUE!,1,1
981,B,27,1,#VALUE!,1,1
982,B,46,1,#VALUE!,1,1
983,B,44,0,#VALUE!,1,1
984,B,75,1,#VALUE!,1,1
985,B,31,1,#VALUE!,1,1
986,B,48,1,#VALUE!,1,1
987,B,34,0,118,1,1
988,B,68,1,#VALUE!,1,1
989,B,61,0,#VALUE!,1,1
990,B,34,0,#VALUE!,1,1
991,B,60,1,#VALUE!,1,1
992,R,38,0,#VALUE!,1,1
993,B,31,1,#VALUE!,1,1
994,B,30,0,#VALUE!,1,1
995,B,27,1,#VALUE!,1,1
996,B,59,1,#VALUE!,1,1
997,B,69,1,#VALUE!,1,1
998,B,56,0,#VALUE!,1,1
999,B,52,1,#VALUE!,1,1
1000,B,58,1,#VALUE!,1,1
1001,B,52,1,218,1,1
1002,B,69,1,#VALUE!,1,1
1003,B,45,1,#VALUE!,1,1
1004,B,70,0,#VALUE!,1,1
1005,B,62,0,#VALUE!,1,1
1006,R,53,1,#VALUE!,1,1
1007,A,52,1,#VALUE!,1,1
1008,B,79,1,#VALUE!,1,1
1009,B,36,1,#VALUE!,1,1
1010,B,47,1,#VALUE!,1,1
1011,B,66,1,#VALUE!,1,1
1012,B,52,1,#VALUE!,1,1
1013,A,71,0,#VALUE!,1,1
1014,B,58,1,372,1,1
1015,B,71,1,326,2,1
1016,B,52,1,#VALUE!,1,1
1017,B,57,1,#VALUE!,1,1
1018,B,53,1,#VALUE!,1,1
1019,B,39,1,#VALUE!,1,1
1020,B,36,1,281,1,1
1021,A,58,1,#VALUE!,1,1
1022,B,43,0,379,1,1
1023,B,41,1,396,1,1
1024,B,49,1,#VALUE!,1,1
1025,B,38,0,#VALUE!,1,1
1026,B,24,1,#VALUE!,1,1
1027,B,29,1,#VALUE!,1,1
1028,B,36,1,#VALUE!,1,1
1029,B,34,1,#VALUE!,1,1
1030,B,34,1,#VALUE!,1,1
1031,B,38,1,#VALUE!,1,1
1032,B,33,1,#VALUE!,1,1
1033,B,38,1,390,1,1
1034,B,64,1,#VALUE!,1,1
1035,B,36,1,#VALUE!,1,1
1036,B,31,0,#VALUE!,1,1
1037,B,65,1,#VALUE!,1,1
1038,B,62,1,#VALUE!,1,1
1039,B,60,1,#VALUE!,1,1
1040,B,55,1,316,1,1
1041,B,43,1,#VALUE!,1,1
1042,A,31,1,#VALUE!,1,1
1043,B,56,1,#VALUE!,1,1
1044,B,56,1,#VALUE!,1,1
1045,A,27,1,#VALUE!,1,1
1046,B,63,0,#VALUE!,1,1
1047,B,75,0,#VALUE!,1,1
1048,B,52,1,#VALUE!,1,1
1049,B,26,1,#VALUE!,1,1
1050,B,30,1,#VALUE!,1,1
1051,B,27,0,33,1,1
1052,B,26,0,#VALUE!,1,1
1053,B,24,0,#VALUE!,1,1
1054,A,28,1,#VALUE!,1,1
1055,B,55,1,#VALUE!,1,1
1056,B,32,1,#VALUE!,1,1
1057,B,31,1,#VALUE!,1,1
1058,B,30,1,#VALUE!,1,1
1059,B,28,0,#VALUE!,1,1
1060,B,42,0,#VALUE!,1,1
1061,B,39,1,#VALUE!,1,1
1062,B,27,0,#VALUE!,1,1
1063,B,33,1,#VALUE!,1,1
1064,B,59,1,296,1,1
1065,B,29,0,#VALUE!,1,1
1066,B,38,0,85,1,1
1067,B,30,1,373,1,1
1068,B,26,1,#VALUE!,1,1
1069,B,30,1,#VALUE!,1,1
1070,A,31,1,#VALUE!,1,1
1071,B,41,0,#VALUE!,1,1
1072,R,43,1,#VALUE!,1,1
1073,B,42,1,#VALUE!,1,1
1074,B,21,1,#VALUE!,1,1
1075,B,31,1,#VALUE!,1,1
1076,B,53,1,#VALUE!,1,1
1077,B,93,1,#VALUE!,1,1
1078,B,24,1,#VALUE!,1,1
1079,B,26,1,#VALUE!,1,1
1080,B,38,1,#VALUE!,1,1
1081,B,28,1,#VALUE!,1,1
1082,B,56,1,#VALUE!,1,1
1083,B,39,0,#VALUE!,1,1
1084,B,24,1,#VALUE!,1,1
1085,B,26,1,422,1,1
1086,B,28,1,575,1,1
1087,B,43,1,#VALUE!,1,1
1088,B,26,1,#VALUE!,1,1
1089,B,56,1,#VALUE!,1,1
1090,B,63,1,#VALUE!,1,1
1091,B,24,1,#VALUE!,1,1
1092,B,37,1,#VALUE!,1,1
1093,B,23,0,#VALUE!,1,1
1094,B,36,1,#VALUE!,1,1
1095,B,60,1,#VALUE!,1,1
1096,B,58,1,#VALUE!,1,1
1097,A,27,1,#VALUE!,1,1
1098,A,27,0,#VALUE!,1,1
1099,B,29,1,#VALUE!,1,1
1100,B,30,1,#VALUE!,1,1
1101,B,35,1,#VALUE!,1,1
1102,B,38,1,436,1,1
1103,B,35,1,#VALUE!,1,1
1104,R,30,1,#VALUE!,1,1
1105,B,22,1,#VALUE!,1,1
1106,B,23,1,#VALUE!,1,1
1107,B,35,1,341,1,1
1108,B,33,1,240,1,1
1109,B,27,1,369,1,1
1110,B,26,0,54,1,1
1111,B,30,1,#VALUE!,1,1
1112,B,57,0,#VALUE!,1,1
1113,B,35,1,#VALUE!,1,1
1114,B,25,1,#VALUE!,1,1
1115,B,52,1,#VALUE!,1,1
1116,B,22,1,#VALUE!,1,1
1117,B,45,0,211,1,1
1118,B,29,1,#VALUE!,1,1
1119,B,25,1,#VALUE!,1,1
1120,B,27,0,#VALUE!,1,1
1121,B,25,1,#VALUE!,1,1
1122,B,25,1,#VALUE!,1,1
1123,B,25,1,#VALUE!,1,1
1124,A,29,1,#VALUE!,1,1
1125,B,34,0,#VALUE!,1,1
1126,B,24,1,#VALUE!,1,1
1127,B,22,0,#VALUE!,1,1
1128,B,24,1,#VALUE!,1,1
1129,B,32,1,#VALUE!,1,1
1130,B,21,1,#VALUE!,1,1
1131,A,27,1,#VALUE!,1,1
1132,B,25,1,#VALUE!,1,1
1133,B,30,0,#VALUE!,1,1
1134,B,24,1,#VALUE!,1,1
1135,B,49,1,226,1,1
1136,B,46,1,#VALUE!,1,1
1137,B,26,1,#VALUE!,1,1
1138,B,25,1,#VALUE!,1,1
1139,B,30,1,#VALUE!,1,1
1140,B,46,1,#VALUE!,1,1
1141,B,25,1,#VALUE!,1,1
1142,B,24,0,#VALUE!,1,1
1143,B,25,1,#VALUE!,1,1
1144,B,26,1,#VALUE!,1,1
1145,B,25,1,#VALUE!,1,1
1146,B,26,1,#VALUE!,1,1
1147,B,44,1,#VALUE!,1,1
1148,B,22,1,#VALUE!,1,1
1149,B,52,1,#VALUE!,1,1
1150,B,59,1,86,1,1
1151,B,42,0,#VALUE!,1,1
1152,B,25,1,#VALUE!,1,1
1153,B,31,0,#VALUE!,1,1
1154,B,24,1,#VALUE!,1,1
1155,B,30,1,#VALUE!,1,1
1156,B,54,1,#VALUE!,1,1
1157,B,26,1,#VALUE!,1,1
1158,B,79,1,#VALUE!,1,1
1159,B,64,1,#VALUE!,1,1
1160,A,28,1,#VALUE!,1,1
1161,B,24,1,302,1,1
1162,B,27,1,#VALUE!,1,1
1163,B,54,1,#VALUE!,1,1
1164,B,32,1,#VALUE!,1,1
1165,B,33,1,#VALUE!,1,1
1166,B,36,1,#VALUE!,1,1
1167,B,36,1,#VALUE!,1,1
1168,R,60,1,#VALUE!,1,1
1169,B,43,1,#VALUE!,1,1
1170,B,27,1,#VALUE!,1,1
1171,B,29,1,#VALUE!,1,1
1172,B,54,1,#VALUE!,1,1
1173,B,26,1,#VALUE!,1,1
1174,B,31,1,#VALUE!,1,1
1175,B,30,1,#VALUE!,1,1
1176,B,39,1,#VALUE!,1,1
1177,B,26,1,#VALUE!,1,1
1178,B,30,1,#VALUE!,1,1
1179,B,35,1,#VALUE!,1,1
1180,B,29,1,#VALUE!,1,1
1181,B,24,1,#VALUE!,1,1
1182,B,25,1,#VALUE!,1,1
1183,B,66,1,#VALUE!,1,1
1184,B,51,0,#VALUE!,1,1
1185,B,41,1,#VALUE!,1,1
1186,B,32,1,#VALUE!,1,1
1187,A,24,1,#VALUE!,1,1
1188,B,21,1,#VALUE!,1,1
1189,B,24,0,#VALUE!,1,1
1190,B,23,1,#VALUE!,1,1
1191,R,29,1,#VALUE!,1,1
1192,B,39,1,#VALUE!,1,1
1193,B,31,1,578,1,1
1194,A,21,1,#VALUE!,1,1
1195,B,27,1,#VALUE!,1,1
1196,B,26,1,#VALUE!,1,1
1197,B,32,0,460,1,1
1198,B,42,1,696,1,1
1199,B,20,1,#VALUE!,1,1
1200,B,54,1,#VALUE!,1,1
1201,B,37,1,#VALUE!,1,1
1202,B,25,1,#VALUE!,1,1
1203,B,43,1,#VALUE!,1,1
1204,B,50,0,#VALUE!,1,1
1205,B,30,0,#VALUE!,1,1
1206,B,30,1,#VALUE!,1,1
1207,B,50,1,#VALUE!,1,1
1208,B,52,0,#VALUE!,1,1
1209,B,23,0,#VALUE!,1,1
1210,B,55,1,212,1,1
1211,B,23,1,#VALUE!,1,1
1212,B,36,1,#VALUE!,1,1
1213,B,24,1,#VALUE!,1,1
1214,R,25,1,#VALUE!,1,1
1215,B,29,1,#VALUE!,1,1
1216,B,26,0,#VALUE!,1,1
1217,B,28,0,#VALUE!,1,1
1218,B,54,1,#VALUE!,1,1
1219,R,23,1,#VALUE!,1,1
1220,B,20,1,#VALUE!,1,1
1221,B,27,0,78,1,1
1222,B,21,1,#VALUE!,1,1
1223,A,27,1,#VALUE!,1,1
1224,A,34,0,#VALUE!,1,1
1225,B,27,1,#VALUE!,1,1
1226,R,36,1,#VALUE!,1,1
1227,B,25,0,#VALUE!,1,1
1228,R,38,1,#VALUE!,1,1
1229,B,25,1,#VALUE!,1,1
1230,B,50,1,#VALUE!,1,1
1231,B,53,1,#VALUE!,1,1
1232,A,26,1,#VALUE!,1,1
1233,B,54,1,#VALUE!,1,1
1234,A,28,0,#VALUE!,1,1
1235,B,37,0,#VALUE!,1,1
1236,B,47,0,#VALUE!,1,1
1237,B,28,0,#VALUE!,1,1
1238,B,23,1,#VALUE!,1,1
1239,A,46,1,#VALUE!,1,1
1240,B,27,0,#VALUE!,1,1
1241,B,58,1,#VALUE!,1,1
1242,B,46,1,#VALUE!,1,1
1243,B,26,1,#VALUE!,1,1
1244,B,30,1,#VALUE!,1,1
1245,R,59,1,#VALUE!,1,1
1246,B,27,1,#VALUE!,1,1
1247,R,29,1,#VALUE!,1,1
1248,B,34,1,#VALUE!,1,1
1249,B,29,0,#VALUE!,1,1
1250,B,34,1,#VALUE!,1,1
1251,B,24,1,#VALUE!,1,1
1252,B,36,1,360,1,1
1253,B,21,0,#VALUE!,1,1
1254,A,27,1,#VALUE!,1,1
1255,B,59,1,#VALUE!,1,1
1256,B,25,1,#VALUE!,1,1
1257,B,80,0,#VALUE!,1,1
1258,B,27,1,#VALUE!,1,1
1259,B,32,0,#VALUE!,1,1
1260,B,55,1,#VALUE!,1,1
1261,B,25,1,#VALUE!,1,1
1262,B,31,0,#VALUE!,1,1
1263,B,54,1,313,1,1
1264,B,47,0,#VALUE!,1,1
1265,A,25,1,#VALUE!,1,1
1266,B,28,1,#VALUE!,1,1
1267,B,26,0,103,1,1
1268,B,31,0,408,1,1
1269,B,23,1,#VALUE!,1,1
1270,B,29,1,#VALUE!,1,1
1271,B,46,0,100,1,1
1272,B,24,1,#VALUE!,1,1
1273,B,50,1,#VALUE!,1,1
1274,A,22,1,#VALUE!,1,1
1275,B,24,1,208,1,1
1276,B,78,1,#VALUE!,1,1
1277,B,35,0,190,1,1
1278,B,50,1,396,1,1
1279,B,29,1,#VALUE!,1,1
1280,B,26,1,#VALUE!,1,1
1281,B,21,1,#VALUE!,1,1
1282,B,38,1,#VALUE!,1,1
1283,B,26,1,#VALUE!,1,1
1284,A,30,1,#VALUE!,1,1
1285,B,25,1,#VALUE!,1,1
1286,B,55,1,#VALUE!,1,1
1287,A,54,1,#VALUE!,1,1
1288,B,54,1,#VALUE!,1,1
1289,B,28,0,#VALUE!,1,1
1290,B,23,0,#VALUE!,1,1
1291,B,24,1,#VALUE!,1,1
1292,B,73,1,#VALUE!,1,1
1293,B,43,1,283,1,1
1294,B,28,1,#VALUE!,1,1
1295,B,23,1,#VALUE!,1,1
1296,B,25,1,#VALUE!,1,1
1297,B,28,1,403,1,1
1298,B,26,1,#VALUE!,1,1
1299,B,24,1,276,1,1
1300,B,30,1,#VALUE!,1,1
1301,B,49,1,#VALUE!,1,1
1302,B,29,1,#VALUE!,1,1
1303,R,23,1,#VALUE!,1,1
1304,B,32,1,#VALUE!,1,1
1305,B,28,0,#VALUE!,1,1
1306,R,24,1,#VALUE!,1,1
1307,B,25,1,#VALUE!,1,1
1308,B,33,1,#VALUE!,1,1
1309,B,28,1,#VALUE!,1,1
1310,B,25,1,360,1,1
1311,B,21,1,#VALUE!,1,1
1312,B,30,1,#VALUE!,1,1
1313,B,26,1,#VALUE!,1,1
1314,B,29,1,#VALUE!,1,1
1315,B,26,1,#VALUE!,1,1
1316,B,31,1,#VALUE!,1,1
1317,B,33,1,#VALUE!,1,1
1318,B,27,1,#VALUE!,1,1
1319,A,25,1,#VALUE!,1,1
1320,B,27,1,#VALUE!,1,1
1321,B,58,1,578,1,1
1322,B,45,1,#VALUE!,1,1
1323,B,27,1,#VALUE!,1,1
1324,B,29,1,#VALUE!,1,1
1325,B,24,1,#VALUE!,1,1
1326,B,27,1,#VALUE!,1,1
1327,B,31,1,#VALUE!,1,1
1328,A,20,1,#VALUE!,1,1
1329,B,25,1,#VALUE!,1,1
1330,B,23,1,#VALUE!,1,1
1331,B,26,0,362,1,1
1332,B,29,1,#VALUE!,1,1
1333,B,27,0,471,1,1
1334,A,25,1,#VALUE!,1,1
1335,B,25,1,#VALUE!,1,1
1336,R,26,1,#VALUE!,1,1
1337,B,22,1,#VALUE!,1,1
1338,B,21,0,#VALUE!,1,1
1339,B,56,0,106,1,1
1340,B,30,1,#VALUE!,1,1
1341,B,26,0,#VALUE!,1,1
1342,B,45,1,#VALUE!,1,1
1343,A,27,1,#VALUE!,1,1
1344,B,69,1,417,1,1
1345,B,25,1,#VALUE!,1,1
1346,B,50,1,#VALUE!,1,1
1347,B,75,1,339,1,1
1348,B,27,1,#VALUE!,1,1
1349,B,34,1,#VALUE!,1,1
1350,B,48,1,#VALUE!,1,1
1351,B,32,1,#VALUE!,1,1
1352,B,22,1,#VALUE!,1,1
1353,R,27,0,#VALUE!,1,1
1354,B,37,1,#VALUE!,1,1
1355,B,30,0,#VALUE!,1,1
1356,B,35,1,#VALUE!,1,1
1357,B,32,1,#VALUE!,1,1
1358,B,32,1,#VALUE!,1,1
1359,B,29,1,#VALUE!,1,1
1360,B,52,1,#VALUE!,1,1
1361,B,32,0,#VALUE!,1,1
1362,B,28,1,#VALUE!,1,1
1363,B,24,1,#VALUE!,1,1
1364,R,26,1,#VALUE!,1,1
1365,B,43,1,#VALUE!,1,1
1366,B,54,1,#VALUE!,1,1
1367,B,28,1,#VALUE!,1,1
1368,B,40,1,#VALUE!,1,1
1369,B,25,0,#VALUE!,1,1
1370,B,47,1,#VALUE!,1,1
1371,B,30,1,#VALUE!,1,1
1372,B,28,1,#VALUE!,1,1
1373,B,53,1,439,1,1
1374,B,28,1,#VALUE!,1,1
1375,R,51,0,#VALUE!,1,1
1376,B,23,1,#VALUE!,1,1
1377,A,53,1,#VALUE!,1,1
1378,B,28,1,#VALUE!,1,1
1379,B,33,1,#VALUE!,1,1
1380,B,26,1,#VALUE!,1,1
1381,B,23,1,646,1,1
1382,B,27,1,#VALUE!,1,1
1383,B,22,1,#VALUE!,1,1
1384,B,25,0,#VALUE!,1,1
1385,B,63,1,#VALUE!,1,1
1386,B,22,1,#VALUE!,1,1
1387,B,26,1,#VALUE!,1,1
1388,B,28,0,#VALUE!,1,1
1389,B,24,1,#VALUE!,1,1
1390,B,26,1,#VALUE!,1,1
1391,B,29,1,#VALUE!,1,1
1392,B,27,0,667,1,1
1393,B,25,1,365,1,1
1394,B,28,1,#VALUE!,1,1
1395,B,28,1,#VALUE!,1,1
1396,B,44,1,#VALUE!,1,1
1397,B,26,1,#VALUE!,1,1
1398,B,44,1,#VALUE!,1,1
1399,B,36,1,#VALUE!,1,1
1400,B,27,1,#VALUE!,1,1
1401,R,69,1,#VALUE!,1,1
1402,B,27,1,#VALUE!,1,1
1403,B,26,1,#VALUE!,1,1
1404,B,26,1,240,1,1
1405,B,61,1,#VALUE!,1,1
1406,B,52,1,#VALUE!,1,1
1407,B,57,1,310,1,1
1408,B,52,1,#VALUE!,1,1
1409,R,35,1,#VALUE!,1,1
1410,B,25,1,#VALUE!,1,1
1411,R,26,1,#VALUE!,1,1
1412,B,32,1,401,1,1
1413,A,32,1,#VALUE!,1,1
1414,B,33,1,#VALUE!,1,1
1415,B,23,1,#VALUE!,1,1
1416,B,23,1,#VALUE!,1,1
1417,B,22,1,#VALUE!,1,1
1418,B,40,1,#VALUE!,1,1
1419,B,53,0,#VALUE!,1,1
1420,B,41,1,#VALUE!,1,1
1421,B,35,1,#VALUE!,1,1
1422,B,28,1,#VALUE!,1,1
1423,B,50,1,#VALUE!,1,1
1424,B,27,0,#VALUE!,1,1
1425,B,26,1,#VALUE!,1,1
1426,B,40,1,#VALUE!,1,1
1427,B,30,1,#VALUE!,1,1
1428,B,27,1,#VALUE!,1,1
1429,B,76,1,#VALUE!,1,1
1430,B,27,1,#VALUE!,1,1
1431,B,32,1,#VALUE!,1,1
1432,B,25,1,331,1,1
1433,B,62,1,#VALUE!,1,1
1434,B,45,1,#VALUE!,1,1
1435,B,32,1,#VALUE!,1,1
1436,B,29,1,#VALUE!,1,1
1437,B,26,0,#VALUE!,1,1
1438,B,22,0,#VALUE!,1,1
1439,B,31,0,#VALUE!,1,1
1440,B,53,0,#VALUE!,1,1
1441,B,37,1,#VALUE!,1,1
1442,A,20,1,#VALUE!,1,1
1443,B,44,1,#VALUE!,1,1
1444,B,57,1,#VALUE!,1,1
1445,B,46,0,#VALUE!,1,1
1446,A,63,1,#VALUE!,1,1
1447,B,26,1,#VALUE!,1,1
1448,B,34,0,#VALUE!,1,1
1449,B,59,1,#VALUE!,1,1
1450,B,42,1,#VALUE!,1,1
1451,B,21,1,#VALUE!,1,1
1452,B,29,0,#VALUE!,1,1
1453,B,42,1,445,1,1
1454,R,25,1,#VALUE!,1,1
1455,B,27,1,#VALUE!,1,1
1456,B,25,1,#VALUE!,1,1
1457,A,58,1,#VALUE!,1,1
1458,B,25,1,#VALUE!,1,1
1459,B,26,1,#VALUE!,1,1
1460,B,25,1,#VALUE!,1,1
1461,B,60,1,#VALUE!,1,1
1462,B,71,0,#VALUE!,1,1
1463,A,84,0,#VALUE!,1,1
1464,B,55,1,#VALUE!,1,1
1465,B,72,1,318,1,1
1466,B,61,1,#VALUE!,1,1
1467,B,48,1,65,1,1
1468,B,84,1,#VALUE!,1,1
1469,B,44,1,#VALUE!,1,1
1470,B,58,1,#VALUE!,1,1
1471,B,64,1,#VALUE!,1,1
1472,B,45,1,#VALUE!,1,1
1473,B,44,1,#VALUE!,1,1
1474,B,47,1,#VALUE!,1,1
1475,B,79,1,#VALUE!,1,1
1476,B,55,1,#VALUE!,1,1
1477,B,52,1,#VALUE!,1,1
1478,B,82,1,462,1,1
1479,B,57,0,#VALUE!,1,1
1480,B,50,1,#VALUE!,1,1
1481,B,65,0,#VALUE!,1,1
1482,B,53,1,#VALUE!,1,1
1483,B,52,1,337,1,1
1484,B,24,0,469,1,1
1485,B,46,0,#VALUE!,1,1
1486,B,42,1,#VALUE!,1,1
1487,B,41,1,#VALUE!,1,1
1488,B,56,1,#VALUE!,1,1
1489,B,59,1,#VALUE!,1,1
1490,B,67,1,#VALUE!,1,1
